name_demojized,emoji,name,group,sub_group,codepoints,name_demojized
_man_in_lotus_position_medium-light_skin_tone_,🧘🏼‍♂️,man in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2642 FE0F,_man_in_lotus_position_medium-light_skin_tone_
_man_in_lotus_position_medium-light_skin_tone_,🧘🏼‍♂,man in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2642,_man_in_lotus_position_medium-light_skin_tone_
_man_in_lotus_position_medium_skin_tone_,🧘🏽‍♂️,man in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2642 FE0F,_man_in_lotus_position_medium_skin_tone_
_man_in_lotus_position_medium_skin_tone_,🧘🏽‍♂,man in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2642,_man_in_lotus_position_medium_skin_tone_
_man_in_lotus_position_medium-dark_skin_tone_,🧘🏾‍♂️,man in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2642 FE0F,_man_in_lotus_position_medium-dark_skin_tone_
_man_in_lotus_position_medium-dark_skin_tone_,🧘🏾‍♂,man in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2642,_man_in_lotus_position_medium-dark_skin_tone_
_man_in_lotus_position_dark_skin_tone_,🧘🏿‍♂️,man in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2642 FE0F,_man_in_lotus_position_dark_skin_tone_
_man_in_lotus_position_dark_skin_tone_,🧘🏿‍♂,man in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2642,_man_in_lotus_position_dark_skin_tone_
_woman_in_lotus_position_,🧘‍♀️,woman in lotus position,People & Body,person-resting,1F9D8 200D 2640 FE0F,_woman_in_lotus_position_
_woman_in_lotus_position_,🧘‍♀,woman in lotus position,People & Body,person-resting,1F9D8 200D 2640,_woman_in_lotus_position_
_woman_in_lotus_position_light_skin_tone_,🧘🏻‍♀️,woman in lotus position: light skin tone,People & Body,person-resting,1F9D8 1F3FB 200D 2640 FE0F,_woman_in_lotus_position_light_skin_tone_
_woman_in_lotus_position_light_skin_tone_,🧘🏻‍♀,woman in lotus position: light skin tone,People & Body,person-resting,1F9D8 1F3FB 200D 2640,_woman_in_lotus_position_light_skin_tone_
_woman_in_lotus_position_medium-light_skin_tone_,🧘🏼‍♀️,woman in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2640 FE0F,_woman_in_lotus_position_medium-light_skin_tone_
_woman_in_lotus_position_medium-light_skin_tone_,🧘🏼‍♀,woman in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2640,_woman_in_lotus_position_medium-light_skin_tone_
_woman_in_lotus_position_medium_skin_tone_,🧘🏽‍♀️,woman in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2640 FE0F,_woman_in_lotus_position_medium_skin_tone_
_woman_in_lotus_position_medium_skin_tone_,🧘🏽‍♀,woman in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2640,_woman_in_lotus_position_medium_skin_tone_
_woman_in_lotus_position_medium-dark_skin_tone_,🧘🏾‍♀️,woman in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2640 FE0F,_woman_in_lotus_position_medium-dark_skin_tone_
_woman_in_lotus_position_medium-dark_skin_tone_,🧘🏾‍♀,woman in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2640,_woman_in_lotus_position_medium-dark_skin_tone_
_woman_in_lotus_position_dark_skin_tone_,🧘🏿‍♀️,woman in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2640 FE0F,_woman_in_lotus_position_dark_skin_tone_
_woman_in_lotus_position_dark_skin_tone_,🧘🏿‍♀,woman in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2640,_woman_in_lotus_position_dark_skin_tone_
_person_taking_bath_,🛀,person taking bath,People & Body,person-resting,1F6C0,_person_taking_bath_
_person_taking_bath_light_skin_tone_,🛀🏻,person taking bath: light skin tone,People & Body,person-resting,1F6C0 1F3FB,_person_taking_bath_light_skin_tone_
_person_taking_bath_medium-light_skin_tone_,🛀🏼,person taking bath: medium-light skin tone,People & Body,person-resting,1F6C0 1F3FC,_person_taking_bath_medium-light_skin_tone_
_person_taking_bath_medium_skin_tone_,🛀🏽,person taking bath: medium skin tone,People & Body,person-resting,1F6C0 1F3FD,_person_taking_bath_medium_skin_tone_
_person_taking_bath_medium-dark_skin_tone_,🛀🏾,person taking bath: medium-dark skin tone,People & Body,person-resting,1F6C0 1F3FE,_person_taking_bath_medium-dark_skin_tone_
_person_taking_bath_dark_skin_tone_,🛀🏿,person taking bath: dark skin tone,People & Body,person-resting,1F6C0 1F3FF,_person_taking_bath_dark_skin_tone_
_person_in_bed_,🛌,person in bed,People & Body,person-resting,1F6CC,_person_in_bed_
_person_in_bed_light_skin_tone_,🛌🏻,person in bed: light skin tone,People & Body,person-resting,1F6CC 1F3FB,_person_in_bed_light_skin_tone_
_person_in_bed_medium-light_skin_tone_,🛌🏼,person in bed: medium-light skin tone,People & Body,person-resting,1F6CC 1F3FC,_person_in_bed_medium-light_skin_tone_
_person_in_bed_medium_skin_tone_,🛌🏽,person in bed: medium skin tone,People & Body,person-resting,1F6CC 1F3FD,_person_in_bed_medium_skin_tone_
_person_in_bed_medium-dark_skin_tone_,🛌🏾,person in bed: medium-dark skin tone,People & Body,person-resting,1F6CC 1F3FE,_person_in_bed_medium-dark_skin_tone_
_person_in_bed_dark_skin_tone_,🛌🏿,person in bed: dark skin tone,People & Body,person-resting,1F6CC 1F3FF,_person_in_bed_dark_skin_tone_
_people_holding_hands_,🧑‍🤝‍🧑,people holding hands,People & Body,family,1F9D1 200D 1F91D 200D 1F9D1,_people_holding_hands_
_people_holding_hands_light_skin_tone_,🧑🏻‍🤝‍🧑🏻,people holding hands: light skin tone,People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FB,_people_holding_hands_light_skin_tone_
_people_holding_hands_light_skin_tone_medium-light_skin_tone_,🧑🏻‍🤝‍🧑🏼,"people holding hands: light skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FC,_people_holding_hands_light_skin_tone_medium-light_skin_tone_
_people_holding_hands_light_skin_tone_medium_skin_tone_,🧑🏻‍🤝‍🧑🏽,"people holding hands: light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FD,_people_holding_hands_light_skin_tone_medium_skin_tone_
_people_holding_hands_light_skin_tone_medium-dark_skin_tone_,🧑🏻‍🤝‍🧑🏾,"people holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FE,_people_holding_hands_light_skin_tone_medium-dark_skin_tone_
_people_holding_hands_light_skin_tone_dark_skin_tone_,🧑🏻‍🤝‍🧑🏿,"people holding hands: light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FF,_people_holding_hands_light_skin_tone_dark_skin_tone_
_people_holding_hands_medium-light_skin_tone_light_skin_tone_,🧑🏼‍🤝‍🧑🏻,"people holding hands: medium-light skin tone, light skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FB,_people_holding_hands_medium-light_skin_tone_light_skin_tone_
_people_holding_hands_medium-light_skin_tone_,🧑🏼‍🤝‍🧑🏼,people holding hands: medium-light skin tone,People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FC,_people_holding_hands_medium-light_skin_tone_
_people_holding_hands_medium-light_skin_tone_medium_skin_tone_,🧑🏼‍🤝‍🧑🏽,"people holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FD,_people_holding_hands_medium-light_skin_tone_medium_skin_tone_
_people_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_,🧑🏼‍🤝‍🧑🏾,"people holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FE,_people_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_
_people_holding_hands_medium-light_skin_tone_dark_skin_tone_,🧑🏼‍🤝‍🧑🏿,"people holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FF,_people_holding_hands_medium-light_skin_tone_dark_skin_tone_
_people_holding_hands_medium_skin_tone_light_skin_tone_,🧑🏽‍🤝‍🧑🏻,"people holding hands: medium skin tone, light skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FB,_people_holding_hands_medium_skin_tone_light_skin_tone_
_people_holding_hands_medium_skin_tone_medium-light_skin_tone_,🧑🏽‍🤝‍🧑🏼,"people holding hands: medium skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FC,_people_holding_hands_medium_skin_tone_medium-light_skin_tone_
_people_holding_hands_medium_skin_tone_,🧑🏽‍🤝‍🧑🏽,people holding hands: medium skin tone,People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FD,_people_holding_hands_medium_skin_tone_
_people_holding_hands_medium_skin_tone_medium-dark_skin_tone_,🧑🏽‍🤝‍🧑🏾,"people holding hands: medium skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FE,_people_holding_hands_medium_skin_tone_medium-dark_skin_tone_
_people_holding_hands_medium_skin_tone_dark_skin_tone_,🧑🏽‍🤝‍🧑🏿,"people holding hands: medium skin tone, dark skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FF,_people_holding_hands_medium_skin_tone_dark_skin_tone_
_people_holding_hands_medium-dark_skin_tone_light_skin_tone_,🧑🏾‍🤝‍🧑🏻,"people holding hands: medium-dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FB,_people_holding_hands_medium-dark_skin_tone_light_skin_tone_
_people_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_,🧑🏾‍🤝‍🧑🏼,"people holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FC,_people_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_
_people_holding_hands_medium-dark_skin_tone_medium_skin_tone_,🧑🏾‍🤝‍🧑🏽,"people holding hands: medium-dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FD,_people_holding_hands_medium-dark_skin_tone_medium_skin_tone_
_people_holding_hands_medium-dark_skin_tone_,🧑🏾‍🤝‍🧑🏾,people holding hands: medium-dark skin tone,People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FE,_people_holding_hands_medium-dark_skin_tone_
_people_holding_hands_medium-dark_skin_tone_dark_skin_tone_,🧑🏾‍🤝‍🧑🏿,"people holding hands: medium-dark skin tone, dark skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FF,_people_holding_hands_medium-dark_skin_tone_dark_skin_tone_
_people_holding_hands_dark_skin_tone_light_skin_tone_,🧑🏿‍🤝‍🧑🏻,"people holding hands: dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FB,_people_holding_hands_dark_skin_tone_light_skin_tone_
_people_holding_hands_dark_skin_tone_medium-light_skin_tone_,🧑🏿‍🤝‍🧑🏼,"people holding hands: dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FC,_people_holding_hands_dark_skin_tone_medium-light_skin_tone_
_people_holding_hands_dark_skin_tone_medium_skin_tone_,🧑🏿‍🤝‍🧑🏽,"people holding hands: dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FD,_people_holding_hands_dark_skin_tone_medium_skin_tone_
_people_holding_hands_dark_skin_tone_medium-dark_skin_tone_,🧑🏿‍🤝‍🧑🏾,"people holding hands: dark skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FE,_people_holding_hands_dark_skin_tone_medium-dark_skin_tone_
_people_holding_hands_dark_skin_tone_,🧑🏿‍🤝‍🧑🏿,people holding hands: dark skin tone,People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FF,_people_holding_hands_dark_skin_tone_
_women_holding_hands_,👭,women holding hands,People & Body,family,1F46D,_women_holding_hands_
_women_holding_hands_light_skin_tone_,👭🏻,women holding hands: light skin tone,People & Body,family,1F46D 1F3FB,_women_holding_hands_light_skin_tone_
_women_holding_hands_light_skin_tone_medium-light_skin_tone_,👩🏻‍🤝‍👩🏼,"women holding hands: light skin tone, medium-light skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FC,_women_holding_hands_light_skin_tone_medium-light_skin_tone_
_women_holding_hands_light_skin_tone_medium_skin_tone_,👩🏻‍🤝‍👩🏽,"women holding hands: light skin tone, medium skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FD,_women_holding_hands_light_skin_tone_medium_skin_tone_
_women_holding_hands_light_skin_tone_medium-dark_skin_tone_,👩🏻‍🤝‍👩🏾,"women holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FE,_women_holding_hands_light_skin_tone_medium-dark_skin_tone_
_women_holding_hands_light_skin_tone_dark_skin_tone_,👩🏻‍🤝‍👩🏿,"women holding hands: light skin tone, dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FF,_women_holding_hands_light_skin_tone_dark_skin_tone_
_women_holding_hands_medium-light_skin_tone_light_skin_tone_,👩🏼‍🤝‍👩🏻,"women holding hands: medium-light skin tone, light skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FB,_women_holding_hands_medium-light_skin_tone_light_skin_tone_
_women_holding_hands_medium-light_skin_tone_,👭🏼,women holding hands: medium-light skin tone,People & Body,family,1F46D 1F3FC,_women_holding_hands_medium-light_skin_tone_
_women_holding_hands_medium-light_skin_tone_medium_skin_tone_,👩🏼‍🤝‍👩🏽,"women holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FD,_women_holding_hands_medium-light_skin_tone_medium_skin_tone_
_women_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_,👩🏼‍🤝‍👩🏾,"women holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FE,_women_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_
_women_holding_hands_medium-light_skin_tone_dark_skin_tone_,👩🏼‍🤝‍👩🏿,"women holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FF,_women_holding_hands_medium-light_skin_tone_dark_skin_tone_
_women_holding_hands_medium_skin_tone_light_skin_tone_,👩🏽‍🤝‍👩🏻,"women holding hands: medium skin tone, light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FB,_women_holding_hands_medium_skin_tone_light_skin_tone_
_women_holding_hands_medium_skin_tone_medium-light_skin_tone_,👩🏽‍🤝‍👩🏼,"women holding hands: medium skin tone, medium-light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FC,_women_holding_hands_medium_skin_tone_medium-light_skin_tone_
_women_holding_hands_medium_skin_tone_,👭🏽,women holding hands: medium skin tone,People & Body,family,1F46D 1F3FD,_women_holding_hands_medium_skin_tone_
_women_holding_hands_medium_skin_tone_medium-dark_skin_tone_,👩🏽‍🤝‍👩🏾,"women holding hands: medium skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FE,_women_holding_hands_medium_skin_tone_medium-dark_skin_tone_
_women_holding_hands_medium_skin_tone_dark_skin_tone_,👩🏽‍🤝‍👩🏿,"women holding hands: medium skin tone, dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FF,_women_holding_hands_medium_skin_tone_dark_skin_tone_
_women_holding_hands_medium-dark_skin_tone_light_skin_tone_,👩🏾‍🤝‍👩🏻,"women holding hands: medium-dark skin tone, light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FB,_women_holding_hands_medium-dark_skin_tone_light_skin_tone_
_women_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_,👩🏾‍🤝‍👩🏼,"women holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FC,_women_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_
_women_holding_hands_medium-dark_skin_tone_medium_skin_tone_,👩🏾‍🤝‍👩🏽,"women holding hands: medium-dark skin tone, medium skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FD,_women_holding_hands_medium-dark_skin_tone_medium_skin_tone_
_women_holding_hands_medium-dark_skin_tone_,👭🏾,women holding hands: medium-dark skin tone,People & Body,family,1F46D 1F3FE,_women_holding_hands_medium-dark_skin_tone_
_women_holding_hands_medium-dark_skin_tone_dark_skin_tone_,👩🏾‍🤝‍👩🏿,"women holding hands: medium-dark skin tone, dark skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FF,_women_holding_hands_medium-dark_skin_tone_dark_skin_tone_
_women_holding_hands_dark_skin_tone_light_skin_tone_,👩🏿‍🤝‍👩🏻,"women holding hands: dark skin tone, light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FB,_women_holding_hands_dark_skin_tone_light_skin_tone_
_women_holding_hands_dark_skin_tone_medium-light_skin_tone_,👩🏿‍🤝‍👩🏼,"women holding hands: dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FC,_women_holding_hands_dark_skin_tone_medium-light_skin_tone_
_women_holding_hands_dark_skin_tone_medium_skin_tone_,👩🏿‍🤝‍👩🏽,"women holding hands: dark skin tone, medium skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FD,_women_holding_hands_dark_skin_tone_medium_skin_tone_
_women_holding_hands_dark_skin_tone_medium-dark_skin_tone_,👩🏿‍🤝‍👩🏾,"women holding hands: dark skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FE,_women_holding_hands_dark_skin_tone_medium-dark_skin_tone_
_women_holding_hands_dark_skin_tone_,👭🏿,women holding hands: dark skin tone,People & Body,family,1F46D 1F3FF,_women_holding_hands_dark_skin_tone_
_woman_and_man_holding_hands_,👫,woman and man holding hands,People & Body,family,1F46B,_woman_and_man_holding_hands_
_woman_and_man_holding_hands_light_skin_tone_,👫🏻,woman and man holding hands: light skin tone,People & Body,family,1F46B 1F3FB,_woman_and_man_holding_hands_light_skin_tone_
_woman_and_man_holding_hands_light_skin_tone_medium-light_skin_tone_,👩🏻‍🤝‍👨🏼,"woman and man holding hands: light skin tone, medium-light skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC,_woman_and_man_holding_hands_light_skin_tone_medium-light_skin_tone_
_woman_and_man_holding_hands_light_skin_tone_medium_skin_tone_,👩🏻‍🤝‍👨🏽,"woman and man holding hands: light skin tone, medium skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD,_woman_and_man_holding_hands_light_skin_tone_medium_skin_tone_
_woman_and_man_holding_hands_light_skin_tone_medium-dark_skin_tone_,👩🏻‍🤝‍👨🏾,"woman and man holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE,_woman_and_man_holding_hands_light_skin_tone_medium-dark_skin_tone_
_woman_and_man_holding_hands_light_skin_tone_dark_skin_tone_,👩🏻‍🤝‍👨🏿,"woman and man holding hands: light skin tone, dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF,_woman_and_man_holding_hands_light_skin_tone_dark_skin_tone_
_woman_and_man_holding_hands_medium-light_skin_tone_light_skin_tone_,👩🏼‍🤝‍👨🏻,"woman and man holding hands: medium-light skin tone, light skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB,_woman_and_man_holding_hands_medium-light_skin_tone_light_skin_tone_
_woman_and_man_holding_hands_medium-light_skin_tone_,👫🏼,woman and man holding hands: medium-light skin tone,People & Body,family,1F46B 1F3FC,_woman_and_man_holding_hands_medium-light_skin_tone_
_woman_and_man_holding_hands_medium-light_skin_tone_medium_skin_tone_,👩🏼‍🤝‍👨🏽,"woman and man holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD,_woman_and_man_holding_hands_medium-light_skin_tone_medium_skin_tone_
_woman_and_man_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_,👩🏼‍🤝‍👨🏾,"woman and man holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE,_woman_and_man_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_
_woman_and_man_holding_hands_medium-light_skin_tone_dark_skin_tone_,👩🏼‍🤝‍👨🏿,"woman and man holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF,_woman_and_man_holding_hands_medium-light_skin_tone_dark_skin_tone_
_woman_and_man_holding_hands_medium_skin_tone_light_skin_tone_,👩🏽‍🤝‍👨🏻,"woman and man holding hands: medium skin tone, light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB,_woman_and_man_holding_hands_medium_skin_tone_light_skin_tone_
_woman_and_man_holding_hands_medium_skin_tone_medium-light_skin_tone_,👩🏽‍🤝‍👨🏼,"woman and man holding hands: medium skin tone, medium-light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC,_woman_and_man_holding_hands_medium_skin_tone_medium-light_skin_tone_
_woman_and_man_holding_hands_medium_skin_tone_,👫🏽,woman and man holding hands: medium skin tone,People & Body,family,1F46B 1F3FD,_woman_and_man_holding_hands_medium_skin_tone_
_woman_and_man_holding_hands_medium_skin_tone_medium-dark_skin_tone_,👩🏽‍🤝‍👨🏾,"woman and man holding hands: medium skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE,_woman_and_man_holding_hands_medium_skin_tone_medium-dark_skin_tone_
_woman_and_man_holding_hands_medium_skin_tone_dark_skin_tone_,👩🏽‍🤝‍👨🏿,"woman and man holding hands: medium skin tone, dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF,_woman_and_man_holding_hands_medium_skin_tone_dark_skin_tone_
_woman_and_man_holding_hands_medium-dark_skin_tone_light_skin_tone_,👩🏾‍🤝‍👨🏻,"woman and man holding hands: medium-dark skin tone, light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FB,_woman_and_man_holding_hands_medium-dark_skin_tone_light_skin_tone_
_woman_and_man_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_,👩🏾‍🤝‍👨🏼,"woman and man holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FC,_woman_and_man_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_
_woman_and_man_holding_hands_medium-dark_skin_tone_medium_skin_tone_,👩🏾‍🤝‍👨🏽,"woman and man holding hands: medium-dark skin tone, medium skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FD,_woman_and_man_holding_hands_medium-dark_skin_tone_medium_skin_tone_
_woman_and_man_holding_hands_medium-dark_skin_tone_,👫🏾,woman and man holding hands: medium-dark skin tone,People & Body,family,1F46B 1F3FE,_woman_and_man_holding_hands_medium-dark_skin_tone_
_woman_and_man_holding_hands_medium-dark_skin_tone_dark_skin_tone_,👩🏾‍🤝‍👨🏿,"woman and man holding hands: medium-dark skin tone, dark skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FF,_woman_and_man_holding_hands_medium-dark_skin_tone_dark_skin_tone_
_woman_and_man_holding_hands_dark_skin_tone_light_skin_tone_,👩🏿‍🤝‍👨🏻,"woman and man holding hands: dark skin tone, light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FB,_woman_and_man_holding_hands_dark_skin_tone_light_skin_tone_
_woman_and_man_holding_hands_dark_skin_tone_medium-light_skin_tone_,👩🏿‍🤝‍👨🏼,"woman and man holding hands: dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FC,_woman_and_man_holding_hands_dark_skin_tone_medium-light_skin_tone_
_woman_and_man_holding_hands_dark_skin_tone_medium_skin_tone_,👩🏿‍🤝‍👨🏽,"woman and man holding hands: dark skin tone, medium skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FD,_woman_and_man_holding_hands_dark_skin_tone_medium_skin_tone_
_woman_and_man_holding_hands_dark_skin_tone_medium-dark_skin_tone_,👩🏿‍🤝‍👨🏾,"woman and man holding hands: dark skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FE,_woman_and_man_holding_hands_dark_skin_tone_medium-dark_skin_tone_
_woman_and_man_holding_hands_dark_skin_tone_,👫🏿,woman and man holding hands: dark skin tone,People & Body,family,1F46B 1F3FF,_woman_and_man_holding_hands_dark_skin_tone_
_men_holding_hands_,👬,men holding hands,People & Body,family,1F46C,_men_holding_hands_
_men_holding_hands_light_skin_tone_,👬🏻,men holding hands: light skin tone,People & Body,family,1F46C 1F3FB,_men_holding_hands_light_skin_tone_
_men_holding_hands_light_skin_tone_medium-light_skin_tone_,👨🏻‍🤝‍👨🏼,"men holding hands: light skin tone, medium-light skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FC,_men_holding_hands_light_skin_tone_medium-light_skin_tone_
_men_holding_hands_light_skin_tone_medium_skin_tone_,👨🏻‍🤝‍👨🏽,"men holding hands: light skin tone, medium skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FD,_men_holding_hands_light_skin_tone_medium_skin_tone_
_men_holding_hands_light_skin_tone_medium-dark_skin_tone_,👨🏻‍🤝‍👨🏾,"men holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FE,_men_holding_hands_light_skin_tone_medium-dark_skin_tone_
_men_holding_hands_light_skin_tone_dark_skin_tone_,👨🏻‍🤝‍👨🏿,"men holding hands: light skin tone, dark skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FF,_men_holding_hands_light_skin_tone_dark_skin_tone_
_men_holding_hands_medium-light_skin_tone_light_skin_tone_,👨🏼‍🤝‍👨🏻,"men holding hands: medium-light skin tone, light skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FB,_men_holding_hands_medium-light_skin_tone_light_skin_tone_
