name_demojized,emoji,name,group,sub_group,codepoints,name_demojized
_men_holding_hands_medium-light_skin_tone_,👬🏼,men holding hands: medium-light skin tone,People & Body,family,1F46C 1F3FC,_men_holding_hands_medium-light_skin_tone_
_men_holding_hands_medium-light_skin_tone_medium_skin_tone_,👨🏼‍🤝‍👨🏽,"men holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FD,_men_holding_hands_medium-light_skin_tone_medium_skin_tone_
_men_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_,👨🏼‍🤝‍👨🏾,"men holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FE,_men_holding_hands_medium-light_skin_tone_medium-dark_skin_tone_
_men_holding_hands_medium-light_skin_tone_dark_skin_tone_,👨🏼‍🤝‍👨🏿,"men holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FF,_men_holding_hands_medium-light_skin_tone_dark_skin_tone_
_men_holding_hands_medium_skin_tone_light_skin_tone_,👨🏽‍🤝‍👨🏻,"men holding hands: medium skin tone, light skin tone",People & Body,family,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FB,_men_holding_hands_medium_skin_tone_light_skin_tone_
_men_holding_hands_medium_skin_tone_medium-light_skin_tone_,👨🏽‍🤝‍👨🏼,"men holding hands: medium skin tone, medium-light skin tone",People & Body,family,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FC,_men_holding_hands_medium_skin_tone_medium-light_skin_tone_
_men_holding_hands_medium_skin_tone_,👬🏽,men holding hands: medium skin tone,People & Body,family,1F46C 1F3FD,_men_holding_hands_medium_skin_tone_
_men_holding_hands_medium_skin_tone_medium-dark_skin_tone_,👨🏽‍🤝‍👨🏾,"men holding hands: medium skin tone, medium-dark skin tone",People & Body,family,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FE,_men_holding_hands_medium_skin_tone_medium-dark_skin_tone_
_men_holding_hands_medium_skin_tone_dark_skin_tone_,👨🏽‍🤝‍👨🏿,"men holding hands: medium skin tone, dark skin tone",People & Body,family,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FF,_men_holding_hands_medium_skin_tone_dark_skin_tone_
_men_holding_hands_medium-dark_skin_tone_light_skin_tone_,👨🏾‍🤝‍👨🏻,"men holding hands: medium-dark skin tone, light skin tone",People & Body,family,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FB,_men_holding_hands_medium-dark_skin_tone_light_skin_tone_
_men_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_,👨🏾‍🤝‍👨🏼,"men holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FC,_men_holding_hands_medium-dark_skin_tone_medium-light_skin_tone_
_men_holding_hands_medium-dark_skin_tone_medium_skin_tone_,👨🏾‍🤝‍👨🏽,"men holding hands: medium-dark skin tone, medium skin tone",People & Body,family,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FD,_men_holding_hands_medium-dark_skin_tone_medium_skin_tone_
_men_holding_hands_medium-dark_skin_tone_,👬🏾,men holding hands: medium-dark skin tone,People & Body,family,1F46C 1F3FE,_men_holding_hands_medium-dark_skin_tone_
_men_holding_hands_medium-dark_skin_tone_dark_skin_tone_,👨🏾‍🤝‍👨🏿,"men holding hands: medium-dark skin tone, dark skin tone",People & Body,family,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FF,_men_holding_hands_medium-dark_skin_tone_dark_skin_tone_
_men_holding_hands_dark_skin_tone_light_skin_tone_,👨🏿‍🤝‍👨🏻,"men holding hands: dark skin tone, light skin tone",People & Body,family,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FB,_men_holding_hands_dark_skin_tone_light_skin_tone_
_men_holding_hands_dark_skin_tone_medium-light_skin_tone_,👨🏿‍🤝‍👨🏼,"men holding hands: dark skin tone, medium-light skin tone",People & Body,family,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FC,_men_holding_hands_dark_skin_tone_medium-light_skin_tone_
_men_holding_hands_dark_skin_tone_medium_skin_tone_,👨🏿‍🤝‍👨🏽,"men holding hands: dark skin tone, medium skin tone",People & Body,family,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FD,_men_holding_hands_dark_skin_tone_medium_skin_tone_
_men_holding_hands_dark_skin_tone_medium-dark_skin_tone_,👨🏿‍🤝‍👨🏾,"men holding hands: dark skin tone, medium-dark skin tone",People & Body,family,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FE,_men_holding_hands_dark_skin_tone_medium-dark_skin_tone_
_men_holding_hands_dark_skin_tone_,👬🏿,men holding hands: dark skin tone,People & Body,family,1F46C 1F3FF,_men_holding_hands_dark_skin_tone_
_kiss_,💏,kiss,People & Body,family,1F48F,_kiss_
_kiss_light_skin_tone_,💏🏻,kiss: light skin tone,People & Body,family,1F48F 1F3FB,_kiss_light_skin_tone_
_kiss_medium-light_skin_tone_,💏🏼,kiss: medium-light skin tone,People & Body,family,1F48F 1F3FC,_kiss_medium-light_skin_tone_
_kiss_medium_skin_tone_,💏🏽,kiss: medium skin tone,People & Body,family,1F48F 1F3FD,_kiss_medium_skin_tone_
_kiss_medium-dark_skin_tone_,💏🏾,kiss: medium-dark skin tone,People & Body,family,1F48F 1F3FE,_kiss_medium-dark_skin_tone_
_kiss_dark_skin_tone_,💏🏿,kiss: dark skin tone,People & Body,family,1F48F 1F3FF,_kiss_dark_skin_tone_
_kiss_person_person_light_skin_tone_medium-light_skin_tone_,🧑🏻‍❤️‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_light_skin_tone_medium-light_skin_tone_
_kiss_person_person_light_skin_tone_medium-light_skin_tone_,🧑🏻‍❤‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_light_skin_tone_medium-light_skin_tone_
_kiss_person_person_light_skin_tone_medium_skin_tone_,🧑🏻‍❤️‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_light_skin_tone_medium_skin_tone_
_kiss_person_person_light_skin_tone_medium_skin_tone_,🧑🏻‍❤‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_light_skin_tone_medium_skin_tone_
_kiss_person_person_light_skin_tone_medium-dark_skin_tone_,🧑🏻‍❤️‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_light_skin_tone_medium-dark_skin_tone_
_kiss_person_person_light_skin_tone_medium-dark_skin_tone_,🧑🏻‍❤‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_light_skin_tone_medium-dark_skin_tone_
_kiss_person_person_light_skin_tone_dark_skin_tone_,🧑🏻‍❤️‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_light_skin_tone_dark_skin_tone_
_kiss_person_person_light_skin_tone_dark_skin_tone_,🧑🏻‍❤‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_light_skin_tone_dark_skin_tone_
_kiss_person_person_medium-light_skin_tone_light_skin_tone_,🧑🏼‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_medium-light_skin_tone_light_skin_tone_
_kiss_person_person_medium-light_skin_tone_light_skin_tone_,🧑🏼‍❤‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_medium-light_skin_tone_light_skin_tone_
_kiss_person_person_medium-light_skin_tone_medium_skin_tone_,🧑🏼‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_medium-light_skin_tone_medium_skin_tone_
_kiss_person_person_medium-light_skin_tone_medium_skin_tone_,🧑🏼‍❤‍💋‍🧑🏽,"kiss: person, person, medium-light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_medium-light_skin_tone_medium_skin_tone_
_kiss_person_person_medium-light_skin_tone_medium-dark_skin_tone_,🧑🏼‍❤️‍💋‍🧑🏾,"kiss: person, person, medium-light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_medium-light_skin_tone_medium-dark_skin_tone_
_kiss_person_person_medium-light_skin_tone_medium-dark_skin_tone_,🧑🏼‍❤‍💋‍🧑🏾,"kiss: person, person, medium-light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_medium-light_skin_tone_medium-dark_skin_tone_
_kiss_person_person_medium-light_skin_tone_dark_skin_tone_,🧑🏼‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_medium-light_skin_tone_dark_skin_tone_
_kiss_person_person_medium-light_skin_tone_dark_skin_tone_,🧑🏼‍❤‍💋‍🧑🏿,"kiss: person, person, medium-light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_medium-light_skin_tone_dark_skin_tone_
_kiss_person_person_medium_skin_tone_light_skin_tone_,🧑🏽‍❤️‍💋‍🧑🏻,"kiss: person, person, medium skin tone, light skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_medium_skin_tone_light_skin_tone_
_kiss_person_person_medium_skin_tone_light_skin_tone_,🧑🏽‍❤‍💋‍🧑🏻,"kiss: person, person, medium skin tone, light skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_medium_skin_tone_light_skin_tone_
_kiss_person_person_medium_skin_tone_medium-light_skin_tone_,🧑🏽‍❤️‍💋‍🧑🏼,"kiss: person, person, medium skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_medium_skin_tone_medium-light_skin_tone_
_kiss_person_person_medium_skin_tone_medium-light_skin_tone_,🧑🏽‍❤‍💋‍🧑🏼,"kiss: person, person, medium skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_medium_skin_tone_medium-light_skin_tone_
_kiss_person_person_medium_skin_tone_medium-dark_skin_tone_,🧑🏽‍❤️‍💋‍🧑🏾,"kiss: person, person, medium skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_medium_skin_tone_medium-dark_skin_tone_
_kiss_person_person_medium_skin_tone_medium-dark_skin_tone_,🧑🏽‍❤‍💋‍🧑🏾,"kiss: person, person, medium skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_medium_skin_tone_medium-dark_skin_tone_
_kiss_person_person_medium_skin_tone_dark_skin_tone_,🧑🏽‍❤️‍💋‍🧑🏿,"kiss: person, person, medium skin tone, dark skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_medium_skin_tone_dark_skin_tone_
_kiss_person_person_medium_skin_tone_dark_skin_tone_,🧑🏽‍❤‍💋‍🧑🏿,"kiss: person, person, medium skin tone, dark skin tone",People & Body,family,1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_medium_skin_tone_dark_skin_tone_
_kiss_person_person_medium-dark_skin_tone_light_skin_tone_,🧑🏾‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_medium-dark_skin_tone_light_skin_tone_
_kiss_person_person_medium-dark_skin_tone_light_skin_tone_,🧑🏾‍❤‍💋‍🧑🏻,"kiss: person, person, medium-dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_medium-dark_skin_tone_light_skin_tone_
_kiss_person_person_medium-dark_skin_tone_medium-light_skin_tone_,🧑🏾‍❤️‍💋‍🧑🏼,"kiss: person, person, medium-dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_medium-dark_skin_tone_medium-light_skin_tone_
_kiss_person_person_medium-dark_skin_tone_medium-light_skin_tone_,🧑🏾‍❤‍💋‍🧑🏼,"kiss: person, person, medium-dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_medium-dark_skin_tone_medium-light_skin_tone_
_kiss_person_person_medium-dark_skin_tone_medium_skin_tone_,🧑🏾‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_medium-dark_skin_tone_medium_skin_tone_
_kiss_person_person_medium-dark_skin_tone_medium_skin_tone_,🧑🏾‍❤‍💋‍🧑🏽,"kiss: person, person, medium-dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_medium-dark_skin_tone_medium_skin_tone_
_kiss_person_person_medium-dark_skin_tone_dark_skin_tone_,🧑🏾‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-dark skin tone, dark skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_medium-dark_skin_tone_dark_skin_tone_
_kiss_person_person_medium-dark_skin_tone_dark_skin_tone_,🧑🏾‍❤‍💋‍🧑🏿,"kiss: person, person, medium-dark skin tone, dark skin tone",People & Body,family,1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FF,_kiss_person_person_medium-dark_skin_tone_dark_skin_tone_
_kiss_person_person_dark_skin_tone_light_skin_tone_,🧑🏿‍❤️‍💋‍🧑🏻,"kiss: person, person, dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_dark_skin_tone_light_skin_tone_
_kiss_person_person_dark_skin_tone_light_skin_tone_,🧑🏿‍❤‍💋‍🧑🏻,"kiss: person, person, dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FB,_kiss_person_person_dark_skin_tone_light_skin_tone_
_kiss_person_person_dark_skin_tone_medium-light_skin_tone_,🧑🏿‍❤️‍💋‍🧑🏼,"kiss: person, person, dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_dark_skin_tone_medium-light_skin_tone_
_kiss_person_person_dark_skin_tone_medium-light_skin_tone_,🧑🏿‍❤‍💋‍🧑🏼,"kiss: person, person, dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FC,_kiss_person_person_dark_skin_tone_medium-light_skin_tone_
_kiss_person_person_dark_skin_tone_medium_skin_tone_,🧑🏿‍❤️‍💋‍🧑🏽,"kiss: person, person, dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_dark_skin_tone_medium_skin_tone_
_kiss_person_person_dark_skin_tone_medium_skin_tone_,🧑🏿‍❤‍💋‍🧑🏽,"kiss: person, person, dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FD,_kiss_person_person_dark_skin_tone_medium_skin_tone_
_kiss_person_person_dark_skin_tone_medium-dark_skin_tone_,🧑🏿‍❤️‍💋‍🧑🏾,"kiss: person, person, dark skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_dark_skin_tone_medium-dark_skin_tone_
_kiss_person_person_dark_skin_tone_medium-dark_skin_tone_,🧑🏿‍❤‍💋‍🧑🏾,"kiss: person, person, dark skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FE,_kiss_person_person_dark_skin_tone_medium-dark_skin_tone_
_kiss_woman_man_,👩‍❤️‍💋‍👨,"kiss: woman, man",People & Body,family,1F469 200D 2764 FE0F 200D 1F48B 200D 1F468,_kiss_woman_man_
_kiss_woman_man_,👩‍❤‍💋‍👨,"kiss: woman, man",People & Body,family,1F469 200D 2764 200D 1F48B 200D 1F468,_kiss_woman_man_
_kiss_woman_man_light_skin_tone_,👩🏻‍❤️‍💋‍👨🏻,"kiss: woman, man, light skin tone",People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB,_kiss_woman_man_light_skin_tone_
_kiss_woman_man_light_skin_tone_,👩🏻‍❤‍💋‍👨🏻,"kiss: woman, man, light skin tone",People & Body,family,1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FB,_kiss_woman_man_light_skin_tone_
_kiss_woman_man_light_skin_tone_medium-light_skin_tone_,👩🏻‍❤️‍💋‍👨🏼,"kiss: woman, man, light skin tone, medium-light skin tone",People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC,_kiss_woman_man_light_skin_tone_medium-light_skin_tone_
_kiss_woman_man_light_skin_tone_medium-light_skin_tone_,👩🏻‍❤‍💋‍👨🏼,"kiss: woman, man, light skin tone, medium-light skin tone",People & Body,family,1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FC,_kiss_woman_man_light_skin_tone_medium-light_skin_tone_
_kiss_woman_man_light_skin_tone_medium_skin_tone_,👩🏻‍❤️‍💋‍👨🏽,"kiss: woman, man, light skin tone, medium skin tone",People & Body,family,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD,_kiss_woman_man_light_skin_tone_medium_skin_tone_
