emoticon,cnt
_foot_medium-light_skin_tone_,3
_c_,3
_North_Macedonia_,3
_Niger_,3
_last_track_button_,3
_white_square_button_,3
_Vatican_City_,3
_child_medium-light_skin_tone_,3
_guard_dark_skin_tone_,3
_guard_medium-dark_skin_tone_,3
_Sierra_Leone_,3
_family_woman_woman_girl_girl_,3
_shorts_,3
_family_woman_woman_girl_boy_,3
_amphora_,3
_person_biking_medium_skin_tone_,3
_dodo_,3
_Suriname_,3
_woman_and_man_holding_hands_light_skin_tone_,3
_family_man_man_boy_,3
_deaf_man_medium_skin_tone_,3
_man_climbing_,3
_man_police_officer_dark_skin_tone_,3
_man_superhero_medium-light_skin_tone_,3
_person_medium_skin_tone_blond_hair_,3
_man_singer_medium-dark_skin_tone_,3
_pregnant_woman_dark_skin_tone_,3
_woman_in_steamy_room_medium-light_skin_tone_,3
_person_medium_skin_tone_beard_,3
_woman_in_steamy_room_light_skin_tone_,3
_man_raising_hand_dark_skin_tone_,3
_woman_in_steamy_room_dark_skin_tone_,3
_princess_dark_skin_tone_,3
_woman_in_lotus_position_medium-dark_skin_tone_,3
_person_medium-dark_skin_tone_blond_hair_,3
_Burkina_Faso_,3
_person_medium-dark_skin_tone_beard_,3
_person_light_skin_tone_blond_hair_,3
_man_office_worker_medium-light_skin_tone_,3
_man_office_worker_light_skin_tone_,3
_woman_supervillain_light_skin_tone_,3
_man_medium_skin_tone_,3
_man_mage_medium-dark_skin_tone_,3
_man_lifting_weights_dark_skin_tone_,3
_Estonia_,3
_Guam_,3
_woman_frowning_medium-light_skin_tone_,3
_40pm_,3
_polar_bear_,3
_woman_firefighter_,3
_men_holding_hands_light_skin_tone_medium-light_skin_tone_,3
_Angola_,3
_person_surfing_light_skin_tone_,3
_person_surfing_medium-light_skin_tone_,3
_woman_police_officer_medium_skin_tone_,3
_mouse_trap_,3
_merman_,3
_Barbados_,3
_woman_scientist_medium-light_skin_tone_,3
_woman_medium_skin_tone_red_hair_,3
_woman_medium_skin_tone_blond_hair_,3
_woman_medium-light_skin_tone_white_hair_,3
_person_with_white_cane_medium_skin_tone_,3
_woman_standing_dark_skin_tone_,3
_man_with_white_cane_medium_skin_tone_,3
_woman_medium-dark_skin_tone_blond_hair_,3
_45am-1_,3
_man_wearing_turban_medium-dark_skin_tone_,3
_woman_mage_medium-dark_skin_tone_,3
_man_walking_medium-light_skin_tone_,3
_woman_singer_medium-dark_skin_tone_,3
_woman_light_skin_tone_white_hair_,3
_placard_,3
_woman_light_skin_tone_bald_,3
_woman_lifting_weights_medium_skin_tone_,3
_woman_frowning_medium-dark_skin_tone_,3
_man_playing_handball_,3
_Japanese_here_button_,3
_woman_climbing_light_skin_tone_,3
_man_frowning_medium-dark_skin_tone_,3
_man_detective_medium-light_skin_tone_,3
_person_in_lotus_position_light_skin_tone_,3
_man_detective_medium-dark_skin_tone_,3
_man_health_worker_medium_skin_tone_,3
_safety_pin_,3
_Isle_of_Man_,3
_person_kneeling_dark_skin_tone_,3
_woman_fairy_dark_skin_tone_,3
_man_factory_worker_,3
_woman_factory_worker_,3
_person_in_tuxedo_medium-dark_skin_tone_,3
_HOMESTEADState_,3
_man_getting_massage_dark_skin_tone_,3
_woman_construction_worker_medium_skin_tone_,3
_woman_teacher_medium-dark_skin_tone_,3
_Japanese_bargain_button_,3
_woman_cook_medium_skin_tone_,3
_man_curly_hair_,3
_woman_dark_skin_tone_bald_,3
_woman_farmer_light_skin_tone_,3
_person_kneeling_light_skin_tone_,3
_woman_dark_skin_tone_curly_hair_,3
_30am-3_,3
_woman_elf_medium-light_skin_tone_,3
_man_farmer_medium-light_skin_tone_,3
_woman_medium-dark_skin_tone_bald_,2
_breast-feeding_medium_skin_tone_,2
_breast-feeding_medium-light_skin_tone_,2
_woman_mage_medium_skin_tone_,2
_woman_astronaut_medium_skin_tone_,2
_woman_medium-light_skin_tone_red_hair_,2
_woman_swimming_medium_skin_tone_,2
_woman_astronaut_medium-dark_skin_tone_,2
_45pm-7_,2
_30am_,2
_woman_mechanic_medium_skin_tone_,2
_00pm-4_,2
_00pm_,2
_45am-12_,2
_bucket_,2
_woman_feeding_baby_light_skin_tone_,2
_00am-5_,2
_woman_bowing_dark_skin_tone_,2
_woman_rowing_boat_light_skin_tone_,2
_deaf_man_medium-light_skin_tone_,2
_woman_cartwheeling_dark_skin_tone_,2
_86c0_,2
_Anguilla_,2
_30am-12_,2
_Aruba_,2
_2F_,2
_woman_pouting_medium-dark_skin_tone_,2
_woman_scientist_dark_skin_tone_,2
_woman_police_officer_dark_skin_tone_,2
_cream_,2
_00am-11_,2
_construction_worker_medium-light_skin_tone_,2
_00AM_,2
_45pm_,2
_woman_playing_handball_,2
_woman_climbing_medium_skin_tone_,2
_yum_,2
_woman_office_worker_medium_skin_tone_,2
_child_medium_skin_tone_,2
_woman_mountain_biking_light_skin_tone_,2
_toothbrush_,2
_00PM_,2
_Japanese_secret_button_,2
_05pm_,2
_woman_astronaut_dark_skin_tone_,2
_Dominica_,2
_DD_,2
_woman_getting_massage_dark_skin_tone_,2
_woman_getting_haircut_medium_skin_tone_,2
_woman_getting_haircut_medium-dark_skin_tone_,2
_woman_with_headscarf_dark_skin_tone_,2
_woman_with_white_cane_medium-dark_skin_tone_,2
_woman_supervillain_medium-light_skin_tone_,2
_Tonga_,2
_Timor-Leste_,2
_white_cane_,2
_woman_with_veil_,2
_Rwanda_,2
_woman_artist_light_skin_tone_,2
_Falkland_Islands_,2
_French_Polynesia_,2
_woman_gesturing_NO_dark_skin_tone_,2
_Sports_,2
_woman_with_headscarf_medium-dark_skin_tone_,2
_woman_surfing_medium-dark_skin_tone_,2
_Somalia_,2
_Slovenia_,2
_woman_firefighter_light_skin_tone_,2
_woman_with_headscarf_medium_skin_tone_,2
_woman_with_headscarf_medium-light_skin_tone_,2
_woman_with_headscarf_,2
_woman_golfing_light_skin_tone_,2
_b_,2
_P_,2
_uh_,2
_woman_lifting_weights_medium-dark_skin_tone_,2
_woman_and_man_holding_hands_medium_skin_tone_,2
_Brunei_,2
_woman_farmer_medium-light_skin_tone_,2
_woman_kneeling_medium-light_skin_tone_,2
_woman_swimming_medium-dark_skin_tone_,2
_woman_juggling_medium-light_skin_tone_,2
_woman_juggling_,2
_woman_judge_medium_skin_tone_,2
_20pm_,2
_15am-1_,2
_Moldova_,2
_ur_,2
_Mongolia_,2
_Mozambique_,2
_vampire_medium-light_skin_tone_,2
_woman_wearing_turban_,2
_baby_dark_skin_tone_,2
_woman_student_dark_skin_tone_,2
_woman_in_manual_wheelchair_light_skin_tone_,2
_baby_angel_dark_skin_tone_,2
_30am-2_,2
_8D_,2
_person_bald_,2
_-D_,2
_person_getting_haircut_light_skin_tone_,2
_live_,2
_girl_dark_skin_tone_,2
_foot_dark_skin_tone_,2
_locked_with_pen_,2
_flying_disc_,2
_man_golfing_dark_skin_tone_,2
_fly_,2
_flushed_,2
_man_dark_skin_tone_bald_,2
_man_golfing_medium-light_skin_tone_,2
_person_getting_haircut_medium_skin_tone_,2
_man_health_worker_medium-dark_skin_tone_,2
_man_teacher_medium-light_skin_tone_,2
_sigh_,2
_family_woman_woman_girl_,2
_family_woman_boy_boy_,2
_old_man_medium_skin_tone_,2
_family_man_man_boy_boy_,2
_family_man_girl_girl_,2
_family_man_girl_boy_,2
_man_cook_medium_skin_tone_,2
_olive_,2
_person_pouting_medium_skin_tone_,2
_man_supervillain_medium_skin_tone_,2
_office_worker_,2
_man_tipping_hand_dark_skin_tone_,2
_person_gesturing_NO_dark_skin_tone_,2
_person_in_suit_levitating_medium_skin_tone_,2
_kite_,2
_man_fairy_light_skin_tone_,2
_person_with_veil_medium-dark_skin_tone_,2
_person_with_white_cane_light_skin_tone_,2
_man_fairy_medium-dark_skin_tone_,2
_man_fairy_medium-light_skin_tone_,2
_person_lifting_weights_medium_skin_tone_,2
_input_latin_uppercase_,2
_person_lifting_weights_medium-dark_skin_tone_,2
_man_with_white_cane_medium-dark_skin_tone_,2
_no_bicycles_,2
_nose_dark_skin_tone_,2
_man_vampire_medium_skin_tone_,2
_person_medium_skin_tone_white_hair_,2
_man_with_veil_medium_skin_tone_,2
_man_getting_haircut_light_skin_tone_,2
_six-thirty_,2
_nose_medium_skin_tone_,2
_man_elf_light_skin_tone_,2
_o_,2
_man_white_hair_,2
_snowboarder_medium-dark_skin_tone_,2
_sadface_,2
_person_golfing_dark_skin_tone_,2
_man_in_manual_wheelchair_,2
_older_person_light_skin_tone_,2
_poop_,2
_man_pouting_,2
_person_swimming_medium-light_skin_tone_,2
_man_mage_medium_skin_tone_,2
_divide_,2
_face_in_clouds_,2
_mirror_,2
_pensive_,2
_person_swimming_light_skin_tone_,2
_man_medium-light_skin_tone_bald_,2
_merperson_light_skin_tone_,2
_man_medium-light_skin_tone_blond_hair_,2
_person_biking_light_skin_tone_,2
_man_police_officer_medium_skin_tone_,2
_man_kneeling_medium-dark_skin_tone_,2
_person_bouncing_ball_medium-dark_skin_tone_,2
_technologist_medium-light_skin_tone_,2
_rage_,2
_deaf_woman_medium_skin_tone_,2
_person_bouncing_ball_light_skin_tone_,2
_ten-thirty_,2
_man_police_officer_medium-light_skin_tone_,2
_man_office_worker_dark_skin_tone_,2
_merperson_,2
_man_playing_handball_medium-dark_skin_tone_,2
_man_pilot_light_skin_tone_,2
_man_pouting_medium-dark_skin_tone_,2
_men_holding_hands_medium_skin_tone_,2
_man_student_dark_skin_tone_,2
_nesting_dolls_,2
_man_superhero_light_skin_tone_,2
_mage_medium-light_skin_tone_,2
_person_taking_bath_medium_skin_tone_,2
_man_standing_medium-dark_skin_tone_,2
_man_in_steamy_room_,2
_man_juggling_light_skin_tone_,2
_man_student_medium_skin_tone_,2
_supervillain_,2
_shrug_,2
_man_rowing_boat_,2
_person_dark_skin_tone_beard_,2
_ear_with_hearing_aid_medium-light_skin_tone_,2
_man_in_tuxedo_,2
_person_wearing_turban_medium-dark_skin_tone_,1
_person_taking_bath_light_skin_tone_,1
_person_wearing_turban_medium-light_skin_tone_,1
_person_with_skullcap_medium-light_skin_tone_,1
_woman_pouting_medium-light_skin_tone_,1
_person_with_skullcap_dark_skin_tone_,1
_person_surfing_medium_skin_tone_,1
_BRB_,1
_woman_medium_skin_tone_white_hair_,1
_Belarus_,1
_mermaid_dark_skin_tone_,1
_woman_playing_handball_medium_skin_tone_,1
_woman_pilot_medium-light_skin_tone_,1
_woman_pilot_light_skin_tone_,1
_meoww_,1
_merman_medium_skin_tone_,1
_Beep-Bop-Boop_,1
_woman_office_worker_medium-dark_skin_tone_,1
_person_wearing_turban_light_skin_tone_,1
_woman_playing_water_polo_,1
_mermaid_medium-dark_skin_tone_,1
_merman_light_skin_tone_,1
_woman_police_officer_medium-dark_skin_tone_,1
_merman_medium-dark_skin_tone_,1
_person_wearing_turban_dark_skin_tone_,1
_woman_light_skin_tone_curly_hair_,1
_men_holding_hands_medium_skin_tone_light_skin_tone_,1
_man_surfing_dark_skin_tone_,1
_man_student_medium-light_skin_tone_,1
_woman_judge_light_skin_tone_,1
_woman_judge_dark_skin_tone_,1
_man_standing_light_skin_tone_,1
_man_standing_dark_skin_tone_,1
_pray_,1
_man_singer_dark_skin_tone_,1
_man_scientist_medium-light_skin_tone_,1
_man_pouting_medium-light_skin_tone_,1
_woman_in_motorized_wheelchair_light_skin_tone_,1
_woman_in_motorized_wheelchair_,1
_woman_in_manual_wheelchair_medium_skin_tone_,1
_woman_in_manual_wheelchair_medium-dark_skin_tone_,1
_man_pouting_dark_skin_tone_,1
_woman_in_manual_wheelchair_dark_skin_tone_,1
_Canary_Islands_,1
_puke_,1
_man_playing_water_polo_medium_skin_tone_,1
_Central_African_Republic_,1
_C_,1
_police_officer_dark_skin_tone_,1
_mechanic_,1
_poggers_,1
_manual_wheelchair_,1
_woman_medium-dark_skin_tone_red_hair_,1
_man_with_white_cane_medium-light_skin_tone_,1
_man_with_white_cane_dark_skin_tone_,1
_pilot_,1
_woman_mechanic_medium-dark_skin_tone_,1
_woman_mechanic_light_skin_tone_,1
_man_wearing_turban_medium_skin_tone_,1
_Bhutan_,1
_man_wearing_turban_dark_skin_tone_,1
_man_wearing_turban_,1
_woman_mage_dark_skin_tone_,1
_Ascension_Island_,1
_British_Indian_Ocean_Territory_,1
_man_teacher_dark_skin_tone_,1
_British_Virgin_Islands_,1
_plunger_,1
_pog_,1
_pogchamp_,1
_BJOS_,1
_45p-5_,1
_person_surfing_medium-dark_skin_tone_,1
_oneless_,1
_women_holding_hands_medium-dark_skin_tone_medium_skin_tone_,1
_women_holding_hands_medium-dark_skin_tone_,1
_15pm-5_,1
_person_dark_skin_tone_white_hair_,1
_pausechamp_,1
_person_feeding_baby_,1
_16a-8_,1
_16pm-8_,1
_woman_with_veil_medium_skin_tone_,1
_woman_with_veil_medium-light_skin_tone_,1
_woman_with_veil_medium-dark_skin_tone_,1
_person_frowning_dark_skin_tone_,1
_one-piece_swimsuit_,1
_30AM-4_,1
_omg_,1
_person_gesturing_OK_dark_skin_tone_,1
_woman_wearing_turban_medium_skin_tone_,1
_1Colour_,1
_2018-11-25T01_,1
_2020-10-31T16_,1
_2020-11-20T23_,1
_woman_walking_dark_skin_tone_,1
_old_man_dark_skin_tone_,1
_oj_,1
_22am_,1
_23pm_,1
_person_dark_skin_tone_bald_,1
_women_holding_hands_medium_skin_tone_,1
_15AM-2_,1
_14p-11_,1
_00AM-1_,1
_00AM-20_,1
_00AM-9_,1
_person_biking_medium-dark_skin_tone_,1
_pepsi_diet_,1
_00Am_,1
_person_bouncing_ball_dark_skin_tone_,1
_00PM-4_,1
_00PM-6_,1
_00a-5_,1
_person_bouncing_ball_medium-light_skin_tone_,1
_pepsi_,1
_00am_,1
_00pm-3_,1
_people_holding_hands_medium-light_skin_tone_light_skin_tone_,1
_00pm-9_,1
_person_cartwheeling_medium_skin_tone_,1
_01am_,1
_01pm_,1
_02pm_,1
_person_curly_hair_,1
_worm_,1
_08pmTo7_,1
_1-A_,1
_person_dark_skin_tone_,1
_26pm_,1
_30PM-2_,1
_Antarctica_,1
_45pm-6_,1
_45a-1_,1
_45a-3_,1
_person_mountain_biking_dark_skin_tone_,1
_person_playing_handball_dark_skin_tone_,1
_person_playing_handball_medium_skin_tone_,1
_woman_singer_medium-light_skin_tone_,1
_ninja_medium-dark_skin_tone_,1
_person_pouting_medium-dark_skin_tone_,1
_45am_,1
_45p-3_,1
_Change_,1
_45pm-5_,1
_45pm-9_,1
_30PM-3_,1
_name_badge_,1
_mx_claus_medium-light_skin_tone_,1
_mx_claus_light_skin_tone_,1
_mountain_cableway_,1
_58PM_,1
_motorized_wheelchair_,1
_mm_,1
_A_,1
_minutes_,1
_merperson_medium_skin_tone_,1
_Andorra_,1
_person_standing_medium-light_skin_tone_,1
_40pm-10_,1
_40am_,1
_person_medium_skin_tone_,1
_40AM_,1
_30am-11_,1
_person_golfing_light_skin_tone_,1
_person_golfing_medium-dark_skin_tone_,1
_person_golfing_medium_skin_tone_,1
_woman_technologist_dark_skin_tone_,1
_30am-4_,1
_30am-8_,1
_person_in_lotus_position_medium-dark_skin_tone_,1
_30pm-11_,1
_person_in_manual_wheelchair_medium-light_skin_tone_,1
_person_in_motorized_wheelchair_,1
_nose_medium-dark_skin_tone_,1
_30pm-7_,1
_person_lifting_weights_medium-light_skin_tone_,1
_30pm_,1
_person_light_skin_tone_bald_,1
_ninja_medium-light_skin_tone_,1
_31am_,1
_33314Country_,1
_person_light_skin_tone_red_hair_,1
_person_medium-dark_skin_tone_bald_,1
_35pm-10_,1
_38pm_,1
_person_medium-light_skin_tone_bald_,1
_person_medium-light_skin_tone_blond_hair_,1
_man_pilot_medium-dark_skin_tone_,1
_deaf_person_light_skin_tone_,1
_woman_health_worker_dark_skin_tone_,1
_ahem_,1
_Tel_,1
_ThinkingFace_,1
_horse_racing_medium-light_skin_tone_,1
_Togo_,1
_horse_racing_medium-dark_skin_tone_,1
_Try_,1
_hook_,1
_Uzbekistan_,1
_hindu_temple_,1
_heart_,1
_Weary_,1
_health_worker_,1
_gun_,1
_TEL_,1
_angry_,1
_guard_medium-light_skin_tone_,1
_astronaut_light_skin_tone_,1
_auto_rickshaw_,1
_awww_,1
_sob_,1
_soulru2Kappa_,1
_vampire_medium_skin_tone_,1
_vampire_medium-dark_skin_tone_,1
_v_,1
_ut_,1
_flower_playing_cards_,1
_horse_racing_medium_skin_tone_,1
_T86_,1
_flatbread_,1
_STS_,1
_whyyyyyy_,1
_listens_,1
_lipbite_,1
_ONYOUR_,1
_PROGRESSIVE-DEMOCRATS_,1
_singer_,1
_singer_medium-dark_skin_tone_,1
_RAND_,1
_R_,1
_lie_,1
_leg_medium-light_skin_tone_,1
_SS_,1
_S_,1
_hotdog_,1
_leg_medium-dark_skin_tone_,1
_ladder_,1
_Side_,1
_judge_light_skin_tone_,1
_Sings_,1
_Sint_Maarten_,1
_Skhalo_,1
_judge_,1
_joy_,1
_smh_,1
_input_symbols_,1
_hxxp_,1
_fli_,1
_badger_,1
_woman_guard_medium_skin_tone_,1
_time_,1
_drool_,1
_child_light_skin_tone_,1
_child_medium-dark_skin_tone_,1
_doubt_,1
_double_curly_loop_,1
_doh_,1
_claps_,1
_different_,1
_to_,1
_tm_,1
_cockroach_,1
_construction_worker_light_skin_tone_,1
_cool_,1
_chanting_,1
_coughs_,1
_thumbsup_,1
_cringe_,1
_curling_stone_,1
_curly_hair_,1
_dab_,1
_dark_skin_tone_,1
_tf_,1
_deaf_man_dark_skin_tone_,1
_deaf_man_medium-dark_skin_tone_,1
_deaf_person_medium_skin_tone_,1
_thumb_up_,1
_child_dark_skin_tone_,1
_dumb_,1
_baggage_claim_,1
_f1_,1
_beaver_,1
_begging_,1
_berry_,1
_bison_,1
_boom_,1
_boomerang_,1
_two-thirty_,1
_step_,1
_student_,1
_fairy_medium-dark_skin_tone_,1
_factory_worker_medium-light_skin_tone_,1
_factory_worker_,1
_extremely_watery_eyes_,1
_suspension_railway_,1
_bts_vlive_memes_,1
_etfli_,1
_bus_stop_,1
_trolley_,1
_troll_face_,1
_et_,1
_tro_,1
_error_user_not_found_,1
_earth_americas_,1
_supervillain_light_skin_tone_,1
_trans_,1
_e_,1
_lungs_,1
_wind_chime_,1
_sighhhhhhhh_,1
_respect_,1
_woman_feeding_baby_,1
_woman_farmer_medium_skin_tone_,1
_man_in_lotus_position_medium_skin_tone_,1
_woman_farmer_medium-dark_skin_tone_,1
_red_hair_,1
_woman_farmer_dark_skin_tone_,1
_man_in_lotus_position_light_skin_tone_,1
_related_,1
_HD_,1
_HOLLYWOODState_,1
_woman_factory_worker_medium_skin_tone_,1
_woman_factory_worker_medium-light_skin_tone_,1
_man_getting_massage_medium-light_skin_tone_,1
_man_in_manual_wheelchair_medium_skin_tone_,1
_HUG_,1
_Hi_,1
_How_,1
_man_getting_haircut_medium-light_skin_tone_,1
_IMEI_,1
_woman_elf_medium_skin_tone_,1
_rice_cracker_,1
_woman_elf_medium-dark_skin_tone_,1
_woman_elf_dark_skin_tone_,1
_right-facing_fist_dark_skin_tone_,1
_man_frowning_medium-light_skin_tone_,1
_Japanese_acceptable_button_,1
_man_in_manual_wheelchair_dark_skin_tone_,1
_woman_firefighter_medium-light_skin_tone_,1
_mage_light_skin_tone_,1
_DS9_,1
_woman_guard_medium-dark_skin_tone_,1
_woman_guard_light_skin_tone_,1
_woman_golfing_medium-light_skin_tone_,1
_woman_golfing_medium-dark_skin_tone_,1
_man_mountain_biking_,1
_man_medium-light_skin_tone_white_hair_,1
_man_medium-light_skin_tone_red_hair_,1
_DED_,1
_DR_,1
_man_medium-dark_skin_tone_curly_hair_,1
_man_mechanic_medium-dark_skin_tone_,1
_man_lifting_weights_medium-dark_skin_tone_,1
_DSJ_,1
_man_in_steamy_room_light_skin_tone_,1
_man_kneeling_medium_skin_tone_,1
_thinkingemoji_,1
_man_juggling_medium_skin_tone_,1
_raised_hands_,1
_Faroe_Islands_,1
_man_juggling_medium-light_skin_tone_,1
_Greenland_,1
_man_judge_medium-light_skin_tone_,1
_Grenada_,1
_man_judge_medium-dark_skin_tone_,1
_man_judge_light_skin_tone_,1
_man_in_tuxedo_medium-dark_skin_tone_,1
_man_firefighter_dark_skin_tone_,1
_woman_detective_dark_skin_tone_,1
_man_farmer_medium-dark_skin_tone_,1
_shook_yoongi_,1
_seven-thirty_,1
_woman_biking_medium-dark_skin_tone_,1
_sewing_needle_,1
_M_,1
_shakesfist_,1
_man_biking_dark_skin_tone_,1
_man_bald_,1
_man_astronaut_medium-light_skin_tone_,1
_man_astronaut_light_skin_tone_,1
_man_astronaut_dark_skin_tone_,1
_man_artist_medium_skin_tone_,1
_man_artist_medium-light_skin_tone_,1
_woman_and_man_holding_hands_medium_skin_tone_medium-light_skin_tone_,1
_woman_dark_skin_tone_red_hair_,1
_woman_and_man_holding_hands_medium_skin_tone_medium-dark_skin_tone_,1
_man_artist_medium-dark_skin_tone_,1
_woman_and_man_holding_hands_medium-light_skin_tone_,1
_woman_and_man_holding_hands_medium-dark_skin_tone_,1
_woman_and_man_holding_hands_light_skin_tone_medium_skin_tone_,1
_woman_and_man_holding_hands_light_skin_tone_medium-dark_skin_tone_,1
_woman_and_man_holding_hands_light_skin_tone_dark_skin_tone_,1
_man_artist_light_skin_tone_,1
_mage_medium_skin_tone_,1
_McDonalds_,1
_Montenegro_,1
_wink_,1
_MORPHINE_,1
_MM_,1
_woman_bouncing_ball_medium_skin_tone_,1
_selfie_dark_skin_tone_,1
_Japanese_congratulations_button_,1
_Japanese_discount_button_,1
_Japanese_no_vacancy_button_,1
_Japanese_not_free_of_charge_button_,1
_Japanese_open_for_business_button_,1
_Japanese_passing_grade_button_,1
_man_factory_worker_medium-light_skin_tone_,1
_man_facepalming_tone4_,1
_man_elf_medium_skin_tone_,1
_man_elf_medium-dark_skin_tone_,1
_runs_,1
_man_dark_skin_tone_red_hair_,1
_woman_construction_worker_light_skin_tone_,1
_safety_vest_,1
_woman_climbing_,1
_Jersey_,1
_KFC_,1
_K_,1
_man_cook_dark_skin_tone_,1
_Kyrgyzstan_,1
_LL_,1
_L_,1
_man_climbing_light_skin_tone_,1
_man_bouncing_ball_medium_skin_tone_,1
_man_bouncing_ball_medium-light_skin_tone_,1
_Experimenter_,1
